"Date","Price","Open","High","Low","Vol.","Change %"
"04/04/2022","26,288.2","26,374.2","26,546.2","26,230.8","20.86M","0.33%"
"04/01/2022","26,202.2","25,800.8","26,374.2","25,514.1","33.81M","1.33%"
"03/31/2022","25,858.1","26,173.5","26,345.5","25,686.1","32.42M","-0.88%"
"03/30/2022","26,087.5","26,259.5","26,603.5","26,030.2","26.99M","-0.76%"
"03/29/2022","26,288.2","26,488.8","26,517.5","26,259.5","22.28M","-0.11%"
"03/28/2022","26,316.8","26,431.5","26,861.5","26,259.5","33.47M","-1.08%"
"03/25/2022","26,603.5","26,689.5","26,918.8","26,488.8","23.07M","0.00%"
"03/24/2022","26,603.5","26,947.5","26,947.5","26,574.8","25.62M","-0.85%"
"03/23/2022","26,832.8","27,062.2","27,205.5","26,832.8","29.67M","-0.21%"
"03/22/2022","26,890.2","26,890.2","26,918.8","26,546.2","39.41M","0.11%"
"03/21/2022","26,861.5","26,775.5","27,062.2","26,603.5","33.14M","0.75%"
"03/18/2022","26,660.8","26,488.8","26,861.5","26,402.8","30.42M","1.20%"
"03/17/2022","26,345.5","26,718.2","26,775.5","26,316.8","25.67M","-0.54%"
"03/16/2022","26,488.8","26,890.2","27,033.5","26,488.8","19.59M","0.11%"
"03/15/2022","26,460.2","26,345.5","26,775.5","26,058.8","35.80M","0.76%"
"03/14/2022","26,259.5","27,119.5","27,635.5","26,259.5","58.08M","-3.78%"
"03/11/2022","27,291.5","28,208.9","28,266.2","26,861.5","76.09M","-3.15%"
"03/10/2022","28,180.2","28,667.6","28,724.9","28,151.6","46.04M","-1.40%"
"03/09/2022","28,581.6","28,667.6","28,839.6","28,008.2","59.67M","0.81%"
"03/08/2022","28,352.2","29,011.6","29,355.6","28,352.2","69.51M","-3.23%"
"03/07/2022","29,298.3","28,782.2","30,100.9","28,667.6","65.99M","2.61%"
"03/04/2022","28,552.9","29,240.9","29,412.9","28,552.9","57.28M","-0.60%"
"03/03/2022","28,724.9","27,291.5","28,724.9","27,119.5","130.82M","6.82%"
"03/02/2022","26,890.2","26,947.5","27,148.2","26,718.2","34.14M","0.00%"
"03/01/2022","26,890.2","27,348.9","27,578.2","26,861.5","40.11M","-0.64%"
"02/28/2022","27,062.2","26,402.8","27,406.2","26,402.8","60.40M","2.83%"
"02/25/2022","26,316.8","26,431.5","26,574.8","26,316.8","21.92M","-0.22%"
"02/24/2022","26,374.2","26,804.2","26,861.5","25,858.1","38.52M","-1.50%"
"02/23/2022","26,775.5","26,746.8","27,062.2","26,517.5","22.28M","0.65%"
"02/22/2022","26,603.5","26,546.2","26,718.2","26,202.2","30.32M","-0.54%"
"02/21/2022","26,746.8","27,004.9","27,234.2","26,689.5","20.90M","-0.85%"
"02/18/2022","26,976.2","26,488.8","27,320.2","26,402.8","36.68M","1.18%"
"02/17/2022","26,660.8","26,374.2","26,804.2","26,374.2","19.48M","1.09%"
"02/16/2022","26,374.2","26,431.5","26,660.8","26,144.8","16.05M","0.00%"
"02/15/2022","26,374.2","26,488.8","26,689.5","26,030.2","26.71M","-0.43%"
"02/14/2022","26,488.8","26,660.8","27,234.2","26,460.2","31.31M","-2.01%"
"02/11/2022","27,033.5","26,718.2","27,234.2","26,546.2","29.76M","0.32%"
"02/10/2022","26,947.5","27,176.9","27,463.5","26,775.5","40.49M","-0.63%"
"02/09/2022","27,119.5","26,259.5","27,692.9","26,202.2","69.15M","3.84%"
"02/08/2022","26,116.2","24,654.1","26,116.2","24,654.1","45.52M","5.81%"
"02/07/2022","24,682.8","24,539.4","25,055.5","23,966.1","28.50M","2.01%"
"01/28/2022","24,195.4","24,224.1","24,539.4","23,908.8","25.64M","0.12%"
"01/27/2022","24,166.8","24,768.8","24,940.8","24,080.8","25.23M","-2.99%"
"01/26/2022","24,912.1","24,940.8","25,485.5","24,912.1","26.09M","0.46%"
"01/25/2022","24,797.4","23,220.7","24,826.1","23,048.7","30.70M","6.27%"
"01/24/2022","23,335.4","24,711.4","24,768.8","23,335.4","50.49M","-6.00%"
"01/21/2022","24,826.1","25,227.5","25,485.5","24,711.4","27.93M","-1.59%"
"01/20/2022","25,227.5","25,112.8","25,342.1","24,826.1","25.17M","1.15%"
"01/19/2022","24,940.8","25,456.8","25,542.8","24,912.1","30.38M","-1.14%"
"01/18/2022","25,227.5","25,514.1","25,944.2","24,654.1","36.79M","-1.57%"
"01/17/2022","25,628.8","26,517.5","26,660.8","25,628.8","37.17M","-3.35%"
"01/14/2022","26,517.5","26,660.8","26,861.5","26,488.8","13.56M","-0.96%"
"01/13/2022","26,775.5","26,546.2","27,119.5","26,488.8","42.88M","1.08%"
"01/12/2022","26,488.8","25,915.5","26,517.5","25,886.8","25.20M","2.44%"
"01/11/2022","25,858.1","26,402.8","26,402.8","25,858.1","21.89M","-1.20%"
"01/10/2022","26,173.5","26,288.2","26,746.8","26,087.5","29.99M","-0.33%"
"01/07/2022","26,259.5","26,431.5","26,488.8","26,173.5","28.03M","-0.65%"
"01/06/2022","26,431.5","26,660.8","26,775.5","26,431.5","29.47M","-1.50%"
"01/05/2022","26,832.8","26,890.2","27,148.2","26,832.8","32.19M","0.11%"
"01/04/2022","26,804.2","26,832.8","27,062.2","26,718.2","34.49M","0.75%"
"12/31/2021","26,603.5","26,374.2","26,746.8","26,288.2","23.65M","1.53%"
"12/30/2021","26,202.2","26,546.2","26,546.2","26,202.2","17.65M","-0.22%"
"12/29/2021","26,259.5","26,259.5","26,546.2","26,087.5","25.94M","0.00%"
"12/28/2021","26,259.5","26,316.8","26,775.5","26,144.8","21.20M","-0.22%"
"12/27/2021","26,316.8","26,689.5","26,718.2","26,116.2","18.32M","-0.33%"
"12/24/2021","26,402.8","25,972.8","26,746.8","25,944.2","32.89M","2.45%"
"12/23/2021","25,772.1","25,858.1","25,858.1","25,284.8","45.77M","-0.33%"
"12/22/2021","25,858.1","26,546.2","26,660.8","25,858.1","42.33M","-2.17%"
"12/21/2021","26,431.5","26,890.2","26,918.8","26,431.5","29.33M","-1.71%"
"12/20/2021","26,890.2","26,775.5","27,148.2","26,660.8","17.14M","0.43%"
"12/17/2021","26,775.5","27,148.2","27,262.9","26,718.2","37.78M","-1.68%"
"12/16/2021","27,234.2","27,578.2","27,578.2","27,119.5","18.93M","-0.63%"
"12/15/2021","27,406.2","27,520.9","27,864.9","27,348.9","15.52M","0.21%"
"12/14/2021","27,348.9","26,689.5","28,151.6","26,488.8","61.22M","2.47%"
"12/13/2021","26,689.5","26,689.5","27,033.5","26,546.2","24.56M","0.11%"
"12/10/2021","26,660.8","26,976.2","27,062.2","26,603.5","33.34M","-1.27%"
"12/09/2021","27,004.9","26,890.2","27,119.5","26,832.8","17.71M","-0.21%"
"12/08/2021","27,062.2","27,463.5","27,463.5","26,976.2","19.06M","-0.84%"
"12/07/2021","27,291.5","26,632.2","27,291.5","26,374.2","37.64M","4.04%"
"12/06/2021","26,230.8","27,234.2","27,492.2","26,087.5","59.43M","-4.09%"
"12/03/2021","27,348.9","27,979.5","28,180.2","27,348.9","37.21M","-1.85%"
"12/02/2021","27,864.9","28,208.9","28,237.6","27,864.9","22.02M","-0.82%"
"12/01/2021","28,094.2","28,380.9","28,380.9","28,036.9","23.72M","0.10%"
"11/30/2021","28,065.6","28,065.6","28,638.9","27,807.5","38.05M","1.14%"
"11/29/2021","27,750.2","27,635.5","28,036.9","27,635.5","37.41M","-1.33%"
"11/26/2021","28,122.9","28,266.2","28,638.9","28,094.2","45.87M","-0.41%"
"11/25/2021","28,237.6","27,922.2","28,294.9","27,922.2","37.35M","1.23%"
"11/24/2021","27,893.5","28,380.9","28,495.6","27,807.5","46.55M","-1.82%"
"11/23/2021","28,409.6","28,036.9","28,552.9","27,864.9","26.85M","1.85%"
"11/22/2021","27,893.5","27,635.5","28,208.9","27,520.9","38.83M","1.35%"
"11/19/2021","27,520.9","28,438.2","28,495.6","27,463.5","83.18M","-3.90%"
"11/18/2021","28,638.9","29,470.3","29,470.3","28,438.2","100.57M","-2.82%"
"11/17/2021","29,470.3","29,814.3","30,158.3","29,470.3","51.48M","-1.15%"
"11/16/2021","29,814.3","30,559.6","30,731.6","29,814.3","68.26M","-2.99%"
"11/15/2021","30,731.6","31,247.7","31,305.0","30,559.6","52.59M","-1.83%"
"11/12/2021","31,305.0","30,903.6","31,419.7","30,846.3","35.77M","1.11%"
"11/11/2021","30,961.0","31,534.3","31,706.3","30,731.6","93.17M","-2.35%"
"11/10/2021","31,706.3","32,394.4","32,451.7","31,649.0","74.43M","-2.12%"
"11/09/2021","32,394.4","32,566.4","33,025.0","32,337.0","42.41M","-0.53%"
"11/08/2021","32,566.4","32,623.7","32,681.0","32,222.3","36.47M","0.35%"
"11/05/2021","32,451.7","32,279.7","32,681.0","31,935.7","33.25M","0.53%"
"11/04/2021","32,279.7","31,878.3","32,623.7","31,878.3","25.48M","1.26%"
"11/03/2021","31,878.3","32,222.3","32,279.7","31,706.3","51.25M","0.18%"
"11/02/2021","31,821.0","31,821.0","32,337.0","31,649.0","44.05M","-0.36%"
"11/01/2021","31,935.7","32,738.4","32,738.4","31,935.7","77.59M","-2.45%"
"10/29/2021","32,738.4","33,254.4","33,311.7","32,738.4","40.97M","-1.55%"
"10/28/2021","33,254.4","33,197.0","33,369.1","32,853.0","37.62M","0.17%"
"10/27/2021","33,197.0","32,279.7","33,197.0","32,279.7","49.66M","2.84%"
"10/26/2021","32,279.7","31,419.7","32,279.7","31,075.6","47.89M","2.18%"
"10/25/2021","31,591.7","32,394.4","32,509.0","31,591.7","71.40M","-2.82%"
"10/22/2021","32,509.0","32,910.4","33,139.7","32,509.0","34.06M","-0.87%"
"10/21/2021","32,795.7","32,795.7","33,369.1","32,451.7","67.25M","0.53%"
"10/20/2021","32,623.7","32,910.4","32,967.7","31,993.0","59.48M","-0.52%"
"10/19/2021","32,795.7","33,025.0","33,254.4","32,738.4","40.71M","-1.21%"
"10/18/2021","33,197.0","33,025.0","33,483.7","32,967.7","35.58M","1.05%"
"10/15/2021","32,853.0","32,853.0","33,082.4","32,681.0","31.78M","0.88%"
"10/14/2021","32,566.4","32,566.4","32,910.4","32,509.0","33.08M","0.00%"
"10/13/2021","32,566.4","32,681.0","32,910.4","32,394.4","26.74M","-0.35%"
"10/12/2021","32,681.0","32,853.0","33,025.0","32,566.4","31.07M","-0.35%"
"10/11/2021","32,795.7","32,165.0","32,853.0","31,935.7","43.84M","2.69%"
"10/08/2021","31,935.7","31,993.0","32,222.3","31,649.0","37.23M","0.18%"
"10/07/2021","31,878.3","32,337.0","32,509.0","31,821.0","45.94M","-0.89%"
"10/06/2021","32,165.0","31,993.0","32,279.7","31,763.7","45.93M","1.45%"
"10/05/2021","31,706.3","31,821.0","32,050.3","31,591.7","45.60M","-0.36%"
"10/04/2021","31,821.0","30,903.6","32,050.3","30,903.6","77.83M","3.93%"
"10/01/2021","30,617.0","30,330.3","30,789.0","30,215.6","52.30M","0.95%"
"09/30/2021","30,330.3","30,789.0","30,789.0","30,273.0","39.72M","-0.75%"
"09/29/2021","30,559.6","30,215.6","30,731.6","30,158.3","59.89M","1.33%"
"09/28/2021","30,158.3","29,011.6","30,215.6","29,011.6","61.11M","3.54%"
"09/27/2021","29,126.3","29,470.3","29,814.3","29,126.3","48.85M","0.00%"
"09/24/2021","29,126.3","29,240.9","29,642.3","29,068.9","27.26M","-0.39%"
"09/23/2021","29,240.9","29,412.9","29,756.9","29,183.6","30.50M","0.20%"
"09/22/2021","29,183.6","29,126.3","29,298.3","29,011.6","22.55M","0.20%"
"09/21/2021","29,126.3","29,011.6","29,355.6","28,782.2","49.50M","-0.97%"
"09/20/2021","29,412.9","30,043.6","30,043.6","29,183.6","55.48M","-0.97%"
"09/17/2021","29,699.6","29,470.3","29,814.3","29,412.9","42.13M","0.97%"
"09/16/2021","29,412.9","29,814.3","29,986.3","29,412.9","30.86M","-0.58%"
"09/15/2021","29,584.9","28,724.9","29,814.3","28,610.2","44.46M","2.58%"
"09/14/2021","28,839.6","29,126.3","29,240.9","28,782.2","38.49M","-0.98%"
"09/13/2021","29,126.3","29,527.6","29,527.6","29,068.9","46.72M","-1.36%"
"09/10/2021","29,527.6","29,814.3","29,928.9","29,470.3","29.55M","-0.77%"
"09/09/2021","29,756.9","29,584.9","30,043.6","29,527.6","63.01M","1.17%"
"09/08/2021","29,412.9","29,068.9","29,756.9","28,896.9","56.70M","1.18%"
"09/07/2021","29,068.9","29,584.9","29,814.3","29,011.6","53.62M","-0.98%"
"09/06/2021","29,355.6","28,380.9","29,470.3","28,323.6","82.54M","4.07%"
"09/01/2021","28,208.9","28,094.2","28,409.6","28,036.9","25.85M","-0.20%"
"08/31/2021","28,266.2","28,094.2","28,495.6","27,979.5","44.40M","1.23%"
"08/30/2021","27,922.2","27,520.9","27,950.9","27,320.2","29.18M","2.31%"
"08/27/2021","27,291.5","27,234.2","27,434.9","26,804.2","42.03M","-0.21%"
"08/26/2021","27,348.9","27,864.9","27,864.9","27,262.9","23.78M","-1.45%"
"08/25/2021","27,750.2","27,492.2","27,807.5","27,176.9","28.15M","1.36%"
"08/24/2021","27,377.5","27,291.5","27,664.2","27,234.2","37.63M","0.53%"
"08/23/2021","27,234.2","28,094.2","28,094.2","27,234.2","56.33M","-3.06%"
"08/20/2021","28,094.2","29,126.3","29,240.9","27,635.5","84.66M","-3.73%"
"08/19/2021","29,183.6","29,011.6","29,412.9","28,896.9","47.20M","0.99%"
"08/18/2021","28,896.9","28,954.2","29,183.6","28,610.2","34.60M","0.00%"
"08/17/2021","28,896.9","28,466.9","29,183.6","28,438.2","78.05M","1.92%"
"08/16/2021","28,352.2","28,094.2","28,380.9","28,065.6","38.13M","1.64%"
"08/13/2021","27,893.5","27,750.2","27,922.2","27,348.9","44.29M","0.52%"
"08/12/2021","27,750.2","28,036.9","28,094.2","27,750.2","36.98M","-1.12%"
"08/11/2021","28,065.6","28,552.9","28,552.9","28,065.6","37.57M","-0.91%"
"08/10/2021","28,323.6","28,724.9","28,954.2","28,151.6","40.01M","-0.60%"
"08/09/2021","28,495.6","27,578.2","28,495.6","27,492.2","52.20M","2.69%"
"08/06/2021","27,750.2","27,864.9","28,151.6","27,692.9","34.49M","-0.82%"
"08/05/2021","27,979.5","27,205.5","28,094.2","27,148.2","50.97M","2.74%"
"08/04/2021","27,234.2","27,262.9","27,520.9","27,090.9","41.75M","0.53%"
"08/03/2021","27,090.9","27,119.5","27,320.2","26,804.2","48.56M","0.00%"
"08/02/2021","27,090.9","27,004.9","27,463.5","26,890.2","41.54M","-0.11%"
"07/30/2021","27,119.5","27,004.9","27,291.5","27,004.9","39.50M","0.42%"
"07/29/2021","27,004.9","26,918.8","27,348.9","26,832.8","56.26M","0.86%"
"07/28/2021","26,775.5","26,546.2","27,004.9","26,488.8","36.41M","1.08%"
"07/27/2021","26,488.8","26,374.2","26,832.8","26,202.2","31.24M","1.32%"
"07/26/2021","26,144.8","26,087.5","26,431.5","25,600.1","40.30M","-0.44%"
"07/23/2021","26,259.5","26,832.8","26,947.5","26,259.5","49.60M","-2.97%"
"07/22/2021","27,062.2","26,775.5","27,348.9","26,546.2","36.88M","0.96%"
"07/21/2021","26,804.2","27,234.2","27,406.2","26,718.2","36.61M","-1.16%"
"07/20/2021","27,119.5","25,800.8","27,119.5","25,485.5","70.30M","6.77%"
"07/19/2021","25,399.5","26,173.5","26,316.8","25,227.5","67.66M","-5.24%"
"07/16/2021","26,804.2","26,775.5","27,205.5","26,660.8","38.19M","0.54%"
"07/15/2021","26,660.8","25,571.5","26,861.5","25,571.5","48.99M","3.33%"
"07/14/2021","25,800.8","26,316.8","26,374.2","25,428.1","47.07M","-1.10%"
"07/13/2021","26,087.5","26,087.5","26,374.2","25,542.8","43.76M","1.22%"
"07/12/2021","25,772.1","26,775.5","26,890.2","25,227.5","129.56M","-4.97%"
"07/09/2021","27,119.5","27,807.5","28,151.6","26,374.2","80.47M","-3.47%"
"07/08/2021","28,094.2","28,610.2","28,724.9","27,864.9","52.57M","-1.80%"
"07/07/2021","28,610.2","28,094.2","28,610.2","27,434.9","69.59M","3.96%"
"07/06/2021","27,520.9","29,298.3","29,928.9","27,520.9","82.74M","-6.25%"
"07/05/2021","29,355.6","29,986.3","29,986.3","29,126.3","63.60M","-2.10%"
"07/02/2021","29,986.3","30,387.6","30,617.0","29,928.9","51.58M","-0.95%"
"07/01/2021","30,273.0","29,642.3","30,330.3","29,584.9","68.07M","2.52%"
"06/30/2021","29,527.6","29,756.9","29,928.9","29,470.3","32.43M","-0.58%"
"06/29/2021","29,699.6","30,100.9","30,158.3","29,642.3","34.03M","-1.15%"
"06/28/2021","30,043.6","29,412.9","30,100.9","29,126.3","67.20M","3.35%"
"06/25/2021","29,068.9","29,068.9","29,355.6","28,552.9","44.94M","0.20%"
"06/24/2021","29,011.6","29,470.3","29,642.3","28,954.2","34.30M","-1.56%"
"06/23/2021","29,470.3","29,584.9","29,756.9","29,298.3","31.85M","-0.58%"
"06/22/2021","29,642.3","29,527.6","30,043.6","29,355.6","31.68M","0.98%"
"06/21/2021","29,355.6","29,814.3","30,100.9","29,355.6","38.80M","-1.73%"
"06/18/2021","29,871.6","29,756.9","30,559.6","29,470.3","49.75M","1.36%"
"06/17/2021","29,470.3","29,183.6","29,756.9","29,183.6","34.69M","-0.77%"
"06/16/2021","29,699.6","30,273.0","30,387.6","29,527.6","49.64M","-2.63%"
"06/15/2021","30,502.3","30,387.6","30,731.6","30,215.6","37.25M","-0.75%"
"06/14/2021","30,731.6","30,674.3","31,133.0","30,273.0","49.06M","0.94%"
"06/11/2021","30,445.0","29,871.6","30,502.3","29,584.9","49.82M","2.91%"
"06/10/2021","29,584.9","28,782.2","30,158.3","28,667.6","50.30M","2.58%"
"06/09/2021","28,839.6","28,610.2","29,470.3","28,094.2","70.28M","0.60%"
"06/08/2021","28,667.6","29,986.3","30,330.3","28,667.6","66.04M","-5.12%"
"06/07/2021","30,215.6","31,305.0","31,534.3","29,814.3","59.47M","-3.30%"
"06/04/2021","31,247.7","31,247.7","31,706.3","31,133.0","54.36M","0.37%"
"06/03/2021","31,133.0","30,961.0","31,305.0","30,387.6","63.44M","0.56%"
"06/02/2021","30,961.0","31,534.3","31,821.0","30,387.6","68.64M","-2.70%"
"06/01/2021","31,821.0","31,305.0","32,279.7","30,961.0","57.34M","5.31%"
"05/31/2021","30,215.6","30,215.6","30,215.6","29,699.6","103.49M","6.62%"
"05/28/2021","28,340.4","28,340.4","28,424.9","27,960.3","69.82M","0.45%"
"05/27/2021","28,213.7","28,593.8","28,636.0","27,960.3","44.40M","-1.47%"
"05/26/2021","28,636.0","28,467.1","28,636.0","28,382.6","35.87M","0.59%"
"05/25/2021","28,467.1","27,580.1","28,636.0","27,537.9","52.56M","3.06%"
"05/24/2021","27,622.4","27,706.8","27,918.0","27,453.4","54.65M","-0.30%"
"05/21/2021","27,706.8","27,918.0","28,044.7","27,622.4","53.17M","-1.50%"
"05/20/2021","28,129.2","27,960.3","28,171.4","27,664.6","49.93M","0.76%"
"05/19/2021","27,918.0","27,031.1","28,171.4","26,819.9","65.81M","4.26%"
"05/18/2021","26,777.7","26,397.5","26,904.4","26,397.5","90.69M","2.42%"
"05/17/2021","26,144.1","25,932.9","26,355.3","25,595.0","78.77M","0.81%"
"05/14/2021","25,932.9","26,186.4","26,397.5","25,764.0","73.70M","-0.16%"
"05/13/2021","25,975.2","26,355.3","26,608.7","25,975.2","57.11M","-1.91%"
"05/12/2021","26,482.0","26,017.4","26,482.0","25,890.7","67.91M","1.13%"
"05/11/2021","26,186.4","26,735.4","26,735.4","26,186.4","68.49M","-1.59%"
"05/10/2021","26,608.7","25,679.5","26,735.4","25,679.5","65.24M","3.62%"
"05/07/2021","25,679.5","25,003.7","25,975.2","24,961.5","68.46M","2.36%"
"05/06/2021","25,088.2","25,046.0","25,468.3","24,834.8","50.06M","0.17%"
"05/05/2021","25,046.0","25,341.6","25,468.3","25,046.0","56.68M","-0.84%"
"05/04/2021","25,257.2","24,201.3","25,510.6","24,074.5","76.44M","2.93%"
"04/29/2021","24,539.1","23,863.4","24,792.6","23,821.1","64.58M","3.75%"
"04/28/2021","23,652.2","23,778.9","23,863.4","23,441.0","36.18M","-0.53%"
"04/27/2021","23,778.9","23,272.1","23,821.1","22,976.4","49.33M","2.18%"
"04/26/2021","23,272.1","23,863.4","23,905.6","23,229.8","58.28M","-2.30%"
"04/23/2021","23,821.1","23,441.0","23,821.1","23,145.4","66.01M","2.55%"
"04/22/2021","23,229.8","23,863.4","24,454.7","23,229.8","76.56M","-3.85%"
"04/20/2021","24,159.0","24,496.9","24,750.3","23,652.2","87.64M","-1.04%"
"04/19/2021","24,412.4","23,314.3","24,412.4","23,103.1","80.64M","5.86%"
"04/16/2021","23,060.9","22,849.7","23,525.5","22,596.3","65.87M","0.18%"
"04/15/2021","23,018.6","22,596.3","23,103.1","22,173.9","74.31M","2.83%"
"04/14/2021","22,385.1","21,160.3","22,511.8","21,075.8","66.61M","5.79%"
"04/13/2021","21,160.3","21,751.6","21,751.6","21,160.3","62.45M","-2.15%"
"04/12/2021","21,624.9","21,075.8","21,751.6","21,012.4","62.57M","3.33%"
"04/09/2021","20,928.0","20,822.4","21,075.8","20,716.8","36.19M","0.41%"
"04/08/2021","20,843.5","20,906.8","20,949.1","20,695.7","27.73M","-0.20%"
"04/07/2021","20,885.7","20,864.6","20,949.1","20,653.4","33.38M","0.10%"
"04/06/2021","20,864.6","20,822.4","20,928.0","20,737.9","32.51M","0.20%"
"04/05/2021","20,822.4","20,906.8","20,949.1","20,674.5","35.62M","0.51%"
"04/02/2021","20,716.8","20,611.2","20,822.4","20,526.7","38.64M","1.13%"
"04/01/2021","20,484.5","19,850.9","20,484.5","19,829.8","64.13M","3.63%"
"03/31/2021","19,766.5","19,618.6","19,998.8","19,576.4","37.82M","0.75%"
"03/30/2021","19,618.6","19,639.8","19,745.4","19,470.8","30.89M","0.32%"
"03/29/2021","19,555.3","19,639.8","19,682.0","19,491.9","30.70M","0.22%"
"03/26/2021","19,513.1","19,217.4","19,513.1","19,027.3","65.12M","2.67%"
"03/25/2021","19,006.2","19,301.9","19,323.0","18,921.8","46.17M","-0.99%"
"03/24/2021","19,196.3","19,449.7","19,576.4","19,048.5","54.80M","-2.47%"
"03/23/2021","19,682.0","19,703.1","19,893.2","19,597.5","28.93M","-0.32%"
"03/22/2021","19,745.4","19,977.7","20,041.0","19,724.2","25.59M","-0.85%"
"03/19/2021","19,914.3","19,682.0","20,041.0","19,682.0","42.61M","1.18%"
"03/18/2021","19,682.0","19,724.2","19,745.4","19,576.4","25.87M","0.65%"
"03/17/2021","19,555.3","19,491.9","19,618.6","19,449.7","28.24M","0.43%"
"03/16/2021","19,470.8","19,682.0","19,682.0","19,344.1","32.66M","-0.86%"
"03/15/2021","19,639.8","19,682.0","19,808.7","19,597.5","27.58M","0.11%"
"03/12/2021","19,618.6","19,682.0","19,682.0","19,513.1","28.16M","0.11%"
"03/11/2021","19,597.5","19,386.3","19,703.1","19,344.1","36.07M","1.75%"
"03/10/2021","19,259.6","19,365.2","19,365.2","19,069.6","36.54M","-0.55%"
"03/09/2021","19,365.2","19,428.6","19,513.1","19,027.3","37.74M","-0.97%"
"03/08/2021","19,555.3","19,682.0","19,808.7","19,428.6","41.18M","0.65%"
"03/05/2021","19,428.6","19,280.8","19,470.8","19,048.5","49.57M","0.22%"
"03/04/2021","19,386.3","19,808.7","19,808.7","19,006.2","64.78M","-1.92%"
"03/03/2021","19,766.5","19,660.9","19,872.1","19,639.8","51.57M","0.21%"
"03/02/2021","19,724.2","19,766.5","19,893.2","19,513.1","54.84M","1.08%"
"03/01/2021","19,513.1","19,534.2","19,555.3","19,344.1","50.96M","1.32%"
"02/26/2021","19,259.6","18,457.2","19,301.9","18,414.9","94.81M","3.28%"
"02/25/2021","18,647.2","18,583.9","18,752.8","18,436.0","50.81M","1.26%"
"02/24/2021","18,414.9","18,436.0","18,752.8","18,288.2","63.20M","0.69%"
"02/23/2021","18,288.2","18,246.0","18,478.3","18,140.4","41.52M","-0.23%"
"02/22/2021","18,330.4","18,351.6","18,752.8","18,161.5","49.49M","-0.12%"
"02/19/2021","18,351.6","18,288.2","18,541.6","18,203.7","39.40M","-0.91%"
"02/18/2021","18,520.5","18,330.4","18,583.9","18,140.4","49.45M","0.92%"
"02/17/2021","18,351.6","17,929.2","18,351.6","17,865.8","56.18M","3.95%"
"02/09/2021","17,654.7","17,274.5","17,696.9","17,084.5","60.61M","2.20%"
"02/08/2021","17,274.5","17,950.3","17,992.6","16,894.4","76.26M","-3.76%"
"02/05/2021","17,950.3","17,718.0","18,034.8","17,612.4","54.14M","1.67%"
"02/04/2021","17,654.7","17,739.1","17,823.6","17,549.1","51.55M","-0.48%"
"02/03/2021","17,739.1","17,401.3","17,887.0","17,316.8","80.71M","3.70%"
"02/02/2021","17,105.6","16,260.9","17,105.6","16,155.3","66.12M","5.61%"
"02/01/2021","16,197.5","16,472.1","16,831.1","16,134.2","49.40M","-2.04%"
"01/29/2021","16,535.4","15,627.3","16,873.3","15,627.3","93.24M","4.40%"
"01/28/2021","15,838.5","15,880.8","16,493.2","15,838.5","115.68M","-6.95%"
"01/27/2021","17,021.1","17,485.7","17,908.1","16,683.2","64.99M","-4.73%"
"01/26/2021","17,865.8","18,414.9","18,414.9","17,570.2","55.83M","-3.20%"
"01/25/2021","18,457.2","18,267.1","19,196.3","18,203.7","76.66M","0.11%"
"01/22/2021","18,436.0","18,710.6","18,879.5","18,393.8","34.28M","-1.24%"
"01/21/2021","18,668.3","18,098.1","18,668.3","17,654.7","48.25M","6.00%"
"01/20/2021","17,612.4","17,739.1","18,140.4","16,894.4","87.84M","0.24%"
"01/19/2021","17,570.2","18,837.3","18,837.3","17,528.0","59.72M","-6.73%"
"01/18/2021","18,837.3","18,795.0","18,942.9","18,689.5","41.96M","0.22%"
"01/15/2021","18,795.0","18,710.6","19,027.3","18,710.6","34.26M","0.11%"
"01/14/2021","18,773.9","18,879.5","18,879.5","18,520.5","40.60M","-0.56%"
"01/13/2021","18,879.5","19,090.7","19,196.3","18,752.8","37.37M","-0.45%"
"01/12/2021","18,964.0","18,246.0","18,964.0","18,119.3","52.68M","4.30%"
"01/11/2021","18,182.6","18,203.7","18,288.2","17,992.6","38.56M","0.70%"
"01/08/2021","18,055.9","18,119.3","18,288.2","17,992.6","46.28M","-0.12%"
"01/07/2021","18,077.0","18,224.9","18,246.0","17,844.7","50.46M","0.00%"
"01/06/2021","18,077.0","17,950.3","18,288.2","17,865.8","41.58M","1.06%"
"01/05/2021","17,887.0","17,654.7","18,077.0","17,612.4","43.17M","0.12%"
"01/04/2021","17,865.8","17,739.1","18,161.5","17,591.3","36.68M","2.05%"
"12/31/2020","17,506.8","17,274.5","17,633.6","17,190.1","27.49M","1.34%"
"12/30/2020","17,274.5","17,570.2","17,570.2","17,211.2","50.75M","-1.68%"
"12/29/2020","17,570.2","17,422.4","17,675.8","17,337.9","31.14M","0.12%"
"12/28/2020","17,549.1","17,654.7","17,718.0","17,316.8","48.71M","1.96%"
"12/25/2020","17,211.2","16,894.4","17,253.4","16,683.2","52.51M","2.00%"
"12/24/2020","16,873.3","17,147.8","17,232.3","16,303.1","42.87M","-0.12%"
"12/23/2020","16,894.4","16,662.1","17,401.3","16,641.0","65.09M","1.65%"
"12/22/2020","16,619.9","16,282.0","16,662.1","16,176.4","60.35M","2.08%"
"12/21/2020","16,282.0","16,472.1","16,493.2","16,197.5","36.58M","-0.13%"
"12/18/2020","16,303.1","16,091.9","16,366.5","16,007.5","46.23M","2.52%"
"12/17/2020","15,901.9","16,218.6","16,324.2","15,901.9","70.99M","-2.96%"
